Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City
B-26050,487,143,4,Electronics,Phones,EMI,06-03-2018,Paridhi,Rajasthan,Jaipur
B-25961,366,84,3,Furniture,Bookcases,COD,18-01-2018,Surbhi,Gujarat,Ahmedabad
B-25701,33,-29,3,Clothing,Shirt,UPI,26-06-2018,Maithilee,Madhya Pradesh,Indore
B-25970,365,107,3,Electronics,Phones,COD,22-01-2018,Rhea,Maharashtra,Mumbai
B-25933,207,-100,2,Clothing,Saree,UPI,04-01-2018,Shikhar,Maharashtra,Mumbai
B-26081,359,-338,5,Furniture,Bookcases,COD,22-03-2018,Aarushi,Tamil Nadu,Chennai
B-25650,351,-47,8,Electronics,Phones,COD,06-05-2018,Chirag,Maharashtra,Mumbai
B-25850,485,199,4,Clothing,Saree,EMI,05-11-2018,Abhishek,Goa,Goa
B-25643,37,-23,4,Clothing,Shirt,UPI,29-04-2018,Kirti,Jammu and Kashmir,Kashmir
B-26100,34,10,2,Clothing,T-shirt,Debit Card,31-03-2018,Hitika,Madhya Pradesh,Indore
B-25964,346,108,3,Furniture,Chairs,COD,20-01-2018,Oshin,Maharashtra,Pune
B-25676,342,-103,4,Electronics,Electronic Games,COD,01-06-2018,Chandni,Rajasthan,Jaipur
B-25628,35,-8,2,Furniture,Furnishings,Debit Card,24-04-2018,Pooja,Bihar,Patna
B-25891,121,41,4,Clothing,Stole,UPI,04-12-2018,Shivani,Madhya Pradesh,Indore
B-25903,336,57,2,Electronics,Phones,COD,10-12-2018,Amlan,Madhya Pradesh,Indore
B-25851,336,71,3,Furniture,Bookcases,COD,06-11-2018,Kushal,Nagaland,Kohima
B-26089,27,4,1,Clothing,Hankerchief,COD,26-03-2018,Kanak,Goa,Goa
B-25996,333,50,2,Electronics,Phones,COD,04-02-2018,Prashant,Delhi,Delhi
B-25881,36,7,3,Clothing,Leggings,Debit Card,25-11-2018,Lalita,Uttar Pradesh,Mathura
B-25621,333,-15,3,Electronics,Phones,COD,20-04-2018,Deepak,Madhya Pradesh,Bhopal
B-25727,327,114,4,Clothing,Trousers,COD,22-07-2018,Turumella,Madhya Pradesh,Indore
B-25843,18,6,3,Clothing,Hankerchief,UPI,03-11-2018,Mrunal,Maharashtra,Mumbai
B-26050,325,32,7,Clothing,T-shirt,COD,06-03-2018,Paridhi,Rajasthan,Jaipur
B-25741,482,-6,7,Electronics,Electronic Games,EMI,03-08-2018,Navdeep,Madhya Pradesh,Indore
B-25756,465,-33,4,Electronics,Phones,EMI,20-08-2018,Mohan,Maharashtra,Mumbai
B-25787,40,-12,3,Clothing,Shirt,COD,20-09-2018,Asish,Jammu and Kashmir,Kashmir
B-25603,107,36,6,Clothing,Stole,COD,03-04-2018,Jahan,Madhya Pradesh,Bhopal
B-25655,312,-312,7,Furniture,Chairs,COD,11-05-2018,Nida,Madhya Pradesh,Indore
B-26096,451,25,3,Electronics,Phones,EMI,28-03-2018,Atharv,West Bengal,Kolkata
B-25962,312,62,1,Electronics,Electronic Games,COD,19-01-2018,Tejeswini,Maharashtra,Pune
B-26007,311,72,2,Furniture,Bookcases,COD,09-02-2018,Shubham,Jammu and Kashmir,Kashmir
B-26088,11,5,2,Clothing,Hankerchief,UPI,26-03-2018,Bhavna,Sikkim,Gangtok
B-25673,37,-5,3,Clothing,T-shirt,Debit Card,28-05-2018,Arsheen,Gujarat,Ahmedabad
B-25664,444,-200,4,Electronics,Phones,EMI,20-05-2018,Pratyusmita,Bihar,Patna
B-25642,434,26,11,Clothing,Shirt,Credit Card,28-04-2018,Ajay,Karnataka,Bangalore
B-25987,299,0,6,Clothing,Stole,COD,31-01-2018,Manjiri,Delhi,Delhi
B-25903,37,17,3,Clothing,Hankerchief,Debit Card,10-12-2018,Amlan,Madhya Pradesh,Indore
B-25770,299,113,2,Furniture,Bookcases,COD,02-09-2018,Sakshi,Madhya Pradesh,Indore
B-25840,298,74,2,Furniture,Bookcases,COD,31-10-2018,Sneha,Karnataka,Bangalore
B-25846,94,7,7,Clothing,Leggings,UPI,03-11-2018,Soodesh,Punjab,Chandigarh
B-25745,296,225,11,Clothing,Saree,COD,09-08-2018,Kartik,Gujarat,Ahmedabad
B-26073,37,17,3,Clothing,Hankerchief,Debit Card,21-03-2018,Pournamasi,Madhya Pradesh,Indore
B-26030,291,93,2,Electronics,Printers,COD,21-02-2018,Sarita,Maharashtra,Pune
B-25678,327,-39,1,Electronics,Phones,COD,03-06-2018,Bathina,Karnataka,Bangalore
B-26035,291,119,11,Clothing,Saree,COD,23-02-2018,Pinky,Jammu and Kashmir,Kashmir
B-25896,287,-66,6,Clothing,Kurti,COD,05-12-2018,Aman,Maharashtra,Mumbai
B-25989,42,15,1,Electronics,Accessories,UPI,01-02-2018,Anjali,Delhi,Delhi
B-26016,429,61,3,Electronics,Electronic Games,Credit Card,14-02-2018,Hazel,Karnataka,Bangalore
B-26009,285,128,2,Electronics,Printers,COD,10-02-2018,Komal,Uttar Pradesh,Lucknow
B-25915,277,3,1,Electronics,Electronic Games,COD,19-12-2018,Sukruta,Punjab,Amritsar
B-25845,274,-7,4,Electronics,Phones,COD,03-11-2018,Snel,Kerala ,Thiruvananthapuram
B-25645,273,-87,4,Electronics,Phones,COD,01-05-2018,Yaanvi,Madhya Pradesh,Indore
B-25803,269,91,1,Electronics,Electronic Games,COD,05-10-2018,Shivanshu,Madhya Pradesh,Indore
B-26030,11,5,1,Clothing,Skirt,COD,21-02-2018,Sarita,Maharashtra,Pune
B-25955,39,2,2,Clothing,Saree,Debit Card,16-01-2018,Shiva,Maharashtra,Pune
B-26096,264,-26,3,Clothing,Trousers,COD,28-03-2018,Atharv,West Bengal,Kolkata
B-25635,40,16,3,Clothing,Hankerchief,Debit Card,26-04-2018,Nidhi,Nagaland,Kohima
B-26038,41,19,2,Clothing,T-shirt,Debit Card,24-02-2018,Pooja,Bihar,Patna
B-25791,253,-63,2,Clothing,Saree,UPI,24-09-2018,Avish,Kerala ,Thiruvananthapuram
B-26014,406,97,7,Furniture,Chairs,Credit Card,13-02-2018,Divsha,Rajasthan,Jaipur
B-25751,32,7,3,Clothing,Hankerchief,COD,14-08-2018,Nishant,Maharashtra,Mumbai
B-25962,260,68,2,Electronics,Printers,COD,19-01-2018,Tejeswini,Maharashtra,Pune
B-26025,41,19,5,Clothing,Hankerchief,Debit Card,19-02-2018,Bhavna,Sikkim,Gangtok
B-26048,401,13,6,Furniture,Chairs,Credit Card,04-03-2018,Parth,Maharashtra,Pune
B-25635,382,30,3,Clothing,Saree,Credit Card,26-04-2018,Nidhi,Nagaland,Kohima
B-25981,867,251,5,Electronics,Phones,COD,28-01-2018,Amruta,Delhi,Delhi
B-25610,43,0,3,Clothing,Saree,Debit Card,09-04-2018,Yogesh,Bihar,Patna
B-25733,43,-43,7,Clothing,Stole,Debit Card,28-07-2018,Dhirajendu,Maharashtra,Mumbai
B-25977,74,29,3,Clothing,Stole,COD,27-01-2018,Aayushi,Gujarat,Surat
B-25655,44,-26,3,Clothing,Hankerchief,Debit Card,11-05-2018,Nida,Madhya Pradesh,Indore
B-25612,259,-55,2,Furniture,Chairs,COD,12-04-2018,Shrichand,Punjab,Chandigarh
B-25608,257,23,5,Clothing,Hankerchief,COD,08-04-2018,Aarushi,Tamil Nadu,Chennai
B-25752,76,27,5,Clothing,Stole,COD,14-08-2018,Vaibhav,Madhya Pradesh,Indore
B-25700,44,-32,3,Clothing,Stole,Debit Card,25-06-2018,Shubhi,Maharashtra,Mumbai
B-25856,257,3,2,Clothing,Saree,COD,10-11-2018,Abhijeet,Maharashtra,Mumbai
B-26026,255,76,9,Clothing,Hankerchief,COD,19-02-2018,Kanak,Goa,Goa
B-25861,44,14,3,Clothing,Hankerchief,Debit Card,15-11-2018,Aayush,Uttar Pradesh,Lucknow
B-25673,45,-2,4,Clothing,Shirt,COD,28-05-2018,Arsheen,Gujarat,Ahmedabad
B-25681,44,-3,1,Clothing,Saree,Debit Card,04-06-2018,Bhawna,Madhya Pradesh,Indore
B-26051,382,119,2,Clothing,Saree,Credit Card,07-03-2018,Parishi,West Bengal,Kolkata
B-25951,250,100,3,Clothing,Trousers,COD,13-01-2018,Jesal,West Bengal,Kolkata
B-25799,45,-15,2,Furniture,Chairs,COD,01-10-2018,Divyansh,Gujarat,Ahmedabad
B-26053,246,61,2,Furniture,Bookcases,COD,09-03-2018,Kirti,Jammu and Kashmir,Kashmir
B-26030,50,25,5,Clothing,Stole,COD,21-02-2018,Sarita,Maharashtra,Pune
B-26054,246,98,5,Clothing,Hankerchief,COD,10-03-2018,Mayank,Maharashtra,Mumbai
B-25696,44,99,3,Clothing,Kurti,Debit Card,21-06-2018,Noopur,Karnataka,Bangalore
B-25660,245,-78,3,Clothing,Saree,COD,16-05-2018,Shruti,Karnataka,Bangalore
B-25858,245,30,2,Clothing,Saree,COD,13-11-2018,Uudhav,Maharashtra,Mumbai
B-26045,376,0,7,Clothing,Stole,Credit Card,03-03-2018,Nidhi,Nagaland,Kohima
B-25850,45,1,3,Clothing,T-shirt,Debit Card,05-11-2018,Abhishek,Goa,Goa
B-25781,45,-28,2,Clothing,Stole,Debit Card,14-09-2018,Rutuja,Gujarat,Ahmedabad
B-25918,244,-122,5,Furniture,Furnishings,COD,22-12-2018,Karandeep,Madhya Pradesh,Indore
B-25971,244,83,2,Furniture,Bookcases,COD,22-01-2018,Mitali,Madhya Pradesh,Indore
B-25870,10,4,1,Clothing,Kurti,UPI,20-11-2018,Pranav,Andhra Pradesh,Hyderabad
B-25770,375,180,3,Furniture,Bookcases,Credit Card,02-09-2018,Sakshi,Madhya Pradesh,Indore
B-25757,46,14,5,Clothing,Skirt,Debit Card,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25699,49,-31,2,Clothing,Stole,UPI,24-06-2018,Kritika,Uttar Pradesh,Lucknow
B-25776,47,-20,2,Clothing,Kurti,Debit Card,09-09-2018,Mousam,Maharashtra,Mumbai
B-25893,355,-114,7,Clothing,Stole,Credit Card,04-12-2018,Vrinda,Uttar Pradesh,Mathura
B-25985,32,8,5,Clothing,Hankerchief,UPI,31-01-2018,Ginny,Madhya Pradesh,Indore
B-25681,243,-14,2,Furniture,Chairs,COD,04-06-2018,Bhawna,Madhya Pradesh,Indore
B-26063,241,-77,4,Electronics,Electronic Games,COD,15-03-2018,Farah,Nagaland,Kohima
B-26032,47,15,5,Clothing,Saree,Debit Card,22-02-2018,Monisha,Rajasthan,Jaipur
B-26001,50,-10,6,Clothing,Skirt,Debit Card,07-02-2018,Patil,Delhi,Delhi
B-26056,15,6,2,Clothing,Hankerchief,COD,10-03-2018,Sonal,Bihar,Patna
B-25850,148,24,3,Clothing,Stole,COD,05-11-2018,Abhishek,Goa,Goa
B-25767,299,-28,3,Electronics,Electronic Games,UPI,31-08-2018,Ashmeet,West Bengal,Kolkata
B-25693,68,-30,1,Electronics,Phones,UPI,18-06-2018,Parna,Madhya Pradesh,Bhopal
B-25850,52,18,5,Clothing,Leggings,Debit Card,05-11-2018,Abhishek,Goa,Goa
B-25796,239,-162,5,Furniture,Chairs,COD,24-09-2018,Sukrith,Maharashtra,Mumbai
B-26053,27,6,3,Clothing,Skirt,COD,09-03-2018,Kirti,Jammu and Kashmir,Kashmir
B-25650,238,20,2,Clothing,Saree,COD,06-05-2018,Chirag,Maharashtra,Mumbai
B-25961,48,16,3,Clothing,Shirt,COD,18-01-2018,Surbhi,Gujarat,Ahmedabad
B-26023,66,22,3,Clothing,Stole,UPI,19-02-2018,Mukesh,Haryana,Chandigarh
B-25809,53,24,1,Clothing,Hankerchief,Debit Card,09-10-2018,Suman,Kerala ,Thiruvananthapuram
B-25621,233,-10,5,Electronics,Electronic Games,COD,20-04-2018,Deepak,Madhya Pradesh,Bhopal
B-25854,53,-2,3,Clothing,Saree,Debit Card,08-11-2018,Shubham,Maharashtra,Pune
B-26057,54,8,4,Clothing,T-shirt,Debit Card,10-03-2018,Sharda,Kerala ,Thiruvananthapuram
B-25688,352,-345,5,Clothing,Saree,Credit Card,11-06-2018,Swetha,Madhya Pradesh,Indore
B-25885,349,0,7,Clothing,Stole,Credit Card,28-11-2018,Shatayu,Madhya Pradesh,Indore
B-25753,341,-85,6,Clothing,Trousers,Credit Card,17-08-2018,Shivam,Uttar Pradesh,Lucknow
B-25981,54,12,3,Clothing,Saree,Debit Card,28-01-2018,Amruta,Delhi,Delhi
B-26055,57,7,2,Clothing,Shirt,UPI,10-03-2018,Harivansh,Uttar Pradesh,Mathura
B-25714,340,20,7,Clothing,Shirt,Credit Card,09-07-2018,Stuti,Karnataka,Bangalore
B-26055,227,48,5,Clothing,Stole,COD,10-03-2018,Harivansh,Uttar Pradesh,Mathura
B-25989,330,81,1,Furniture,Bookcases,Credit Card,01-02-2018,Anjali,Delhi,Delhi
B-25710,216,-38,6,Furniture,Furnishings,UPI,05-07-2018,Megha,Maharashtra,Pune
B-25773,224,-143,3,Furniture,Chairs,COD,06-09-2018,Shreya,Kerala ,Thiruvananthapuram
B-25661,55,-33,2,Furniture,Chairs,Debit Card,17-05-2018,Subhashree,Jammu and Kashmir,Kashmir
B-26021,49,21,1,Clothing,Stole,UPI,17-02-2018,Anita,Kerala ,Thiruvananthapuram
B-26057,224,87,3,Clothing,Trousers,COD,10-03-2018,Sharda,Kerala ,Thiruvananthapuram
B-25858,223,27,2,Furniture,Bookcases,COD,13-11-2018,Uudhav,Maharashtra,Mumbai
B-25857,324,39,8,Electronics,Accessories,Credit Card,10-11-2018,Anand,Madhya Pradesh,Indore
B-25656,56,18,2,Clothing,Hankerchief,Debit Card,11-05-2018,Priyanka,Maharashtra,Pune
B-25999,223,62,7,Clothing,Shirt,COD,05-02-2018,Diwakar,Delhi,Delhi
B-25856,10,2,2,Clothing,Skirt,COD,10-11-2018,Abhijeet,Maharashtra,Mumbai
B-25926,57,6,5,Clothing,Leggings,Debit Card,30-12-2018,Dipali,Madhya Pradesh,Indore
B-25728,322,-113,4,Clothing,Saree,Credit Card,22-07-2018,Ameesha,Maharashtra,Pune
B-26076,219,4,2,Clothing,Saree,COD,21-03-2018,Jahan,Madhya Pradesh,Bhopal
B-25913,103,21,7,Clothing,Stole,UPI,17-12-2018,Geetanjali,Delhi,Delhi
B-25703,47,-27,4,Clothing,Saree,COD,28-06-2018,Ekta,Madhya Pradesh,Indore
B-25858,219,0,1,Clothing,Saree,COD,13-11-2018,Uudhav,Maharashtra,Mumbai
B-25727,57,-48,6,Clothing,Leggings,Debit Card,22-07-2018,Turumella,Madhya Pradesh,Indore
B-26020,319,102,6,Electronics,Accessories,Credit Card,16-02-2018,Yogesh,Bihar,Patna
B-26003,315,-8,3,Furniture,Chairs,Credit Card,08-02-2018,Hitesh,Madhya Pradesh,Bhopal
B-25925,314,-41,3,Electronics,Electronic Games,Credit Card,29-12-2018,Shruti,Maharashtra,Mumbai
B-26087,311,40,1,Electronics,Electronic Games,EMI,26-03-2018,Vandana,Himachal Pradesh,Simla
B-25810,307,74,3,Electronics,Accessories,EMI,10-10-2018,Nripraj,Punjab,Chandigarh
B-25858,294,109,7,Electronics,Accessories,EMI,13-11-2018,Uudhav,Maharashtra,Mumbai
B-25861,216,-83,3,Electronics,Electronic Games,COD,15-11-2018,Aayush,Uttar Pradesh,Lucknow
B-25661,58,-42,2,Furniture,Chairs,Debit Card,17-05-2018,Subhashree,Jammu and Kashmir,Kashmir
B-25943,48,20,4,Clothing,Stole,UPI,09-01-2018,Shardul,Gujarat,Ahmedabad
B-25955,54,14,3,Clothing,T-shirt,UPI,16-01-2018,Shiva,Maharashtra,Pune
B-26051,216,50,4,Clothing,Stole,COD,07-03-2018,Parishi,West Bengal,Kolkata
B-25999,215,-30,2,Clothing,Saree,COD,05-02-2018,Diwakar,Delhi,Delhi
B-26083,43,8,3,Clothing,Leggings,COD,24-03-2018,Yogesh,Bihar,Patna
B-25950,136,-33,5,Clothing,Saree,COD,13-01-2018,Shruti,Madhya Pradesh,Indore
B-25625,59,-30,3,Clothing,Leggings,Debit Card,23-04-2018,Pinky,Jammu and Kashmir,Kashmir
B-26055,213,4,14,Clothing,Shirt,COD,10-03-2018,Harivansh,Uttar Pradesh,Mathura
B-26023,59,21,2,Clothing,Stole,Debit Card,19-02-2018,Mukesh,Haryana,Chandigarh
B-26010,55,3,3,Clothing,T-shirt,COD,11-02-2018,Kartikay,Bihar,Patna
B-25955,294,62,9,Clothing,T-shirt,EMI,16-01-2018,Shiva,Maharashtra,Pune
B-25900,210,62,2,Electronics,Phones,COD,09-12-2018,Anand,Punjab,Amritsar
B-26089,59,24,6,Clothing,Kurti,Debit Card,26-03-2018,Kanak,Goa,Goa
B-25655,396,-31,9,Clothing,Saree,COD,11-05-2018,Nida,Madhya Pradesh,Indore
B-25979,284,45,2,Furniture,Bookcases,EMI,27-01-2018,Shivangi,Madhya Pradesh,Indore
B-26002,276,52,5,Clothing,Saree,EMI,08-02-2018,Harsh,Delhi,Delhi
B-25635,23,2,2,Clothing,Skirt,UPI,26-04-2018,Nidhi,Nagaland,Kohima
B-26084,209,-63,4,Electronics,Electronic Games,COD,25-03-2018,Anita,Kerala ,Thiruvananthapuram
B-25998,50,-28,5,Furniture,Furnishings,COD,04-02-2018,Anmol,Rajasthan,Udaipur
B-25872,57,27,2,Clothing,Shirt,COD,22-11-2018,Saurabh,Maharashtra,Mumbai
B-25795,276,-21,2,Electronics,Phones,EMI,24-09-2018,Sukant,Sikkim,Gangtok
B-25902,268,6,2,Furniture,Bookcases,UPI,10-12-2018,Ishpreet,Maharashtra,Mumbai
B-25650,269,111,3,Clothing,Trousers,EMI,06-05-2018,Chirag,Maharashtra,Mumbai
B-25957,209,2,1,Clothing,Saree,COD,18-01-2018,Mahima,Madhya Pradesh,Indore
B-25793,60,-12,4,Clothing,Hankerchief,Debit Card,24-09-2018,Siddharth,Madhya Pradesh,Indore
B-25654,269,-86,2,Electronics,Electronic Games,EMI,10-05-2018,Sabah,Maharashtra,Mumbai
B-25750,208,-25,2,Clothing,Saree,COD,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-25835,27,2,2,Clothing,Leggings,UPI,29-10-2018,Moumita,Gujarat,Ahmedabad
B-25652,206,-206,3,Clothing,Saree,COD,08-05-2018,Tushina,Goa,Goa
B-26018,61,8,4,Clothing,Hankerchief,Debit Card,14-02-2018,Aarushi,Tamil Nadu,Chennai
B-25750,212,-24,2,Furniture,Chairs,COD,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-25840,262,64,6,Clothing,Saree,EMI,31-10-2018,Sneha,Karnataka,Bangalore
B-25756,204,276,3,Furniture,Bookcases,COD,20-08-2018,Mohan,Maharashtra,Mumbai
B-25777,59,-46,7,Clothing,T-shirt,UPI,10-09-2018,Aditi,Madhya Pradesh,Indore
B-25750,199,-18,2,Clothing,Saree,COD,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-25823,59,6,1,Electronics,Accessories,UPI,18-10-2018,Rohan,Maharashtra,Mumbai
B-26096,45,9,3,Clothing,Leggings,UPI,28-03-2018,Atharv,West Bengal,Kolkata
B-25757,211,19,8,Clothing,Stole,COD,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25698,65,-16,2,Electronics,Phones,Debit Card,23-06-2018,Amisha,Tamil Nadu,Chennai
B-25710,25,0,4,Clothing,Skirt,UPI,05-07-2018,Megha,Maharashtra,Pune
B-25994,196,-7,5,Electronics,Phones,COD,03-02-2018,Omkar,Delhi,Delhi
B-25950,261,13,6,Clothing,Shirt,Credit Card,13-01-2018,Shruti,Madhya Pradesh,Indore
B-25653,195,-117,5,Electronics,Phones,COD,08-05-2018,Farah,Nagaland,Kohima
B-25785,192,-146,3,Clothing,Saree,COD,15-09-2018,Ayush,West Bengal,Kolkata
B-25863,189,87,7,Clothing,Stole,COD,15-11-2018,Manibalan,Kerala ,Thiruvananthapuram
B-25959,32,2,2,Clothing,Kurti,UPI,18-01-2018,Muskan,Madhya Pradesh,Indore
B-25991,188,13,7,Clothing,Shirt,COD,03-02-2018,Mansi,Madhya Pradesh,Indore
B-25680,73,-25,3,Clothing,Saree,COD,04-06-2018,Aayushi,Madhya Pradesh,Indore
B-25910,259,47,5,Clothing,Hankerchief,Credit Card,14-12-2018,Jay,Delhi,Delhi
B-25737,187,-15,3,Clothing,Trousers,COD,01-08-2018,Shubham,Madhya Pradesh,Indore
B-25853,26,11,2,Clothing,Hankerchief,UPI,08-11-2018,Gaurav,Gujarat,Ahmedabad
B-26097,185,-26,6,Furniture,Chairs,COD,28-03-2018,Vini,Karnataka,Bangalore
B-25875,248,8,2,Clothing,Saree,Credit Card,24-11-2018,Divyeshkumar,Uttar Pradesh,Prayagraj
B-26031,67,9,4,Clothing,Leggings,Debit Card,22-02-2018,Deepak,Madhya Pradesh,Bhopal
B-25773,248,-70,3,Furniture,Chairs,Credit Card,06-09-2018,Shreya,Kerala ,Thiruvananthapuram
B-25840,246,61,2,Furniture,Bookcases,Credit Card,31-10-2018,Sneha,Karnataka,Bangalore
B-25908,179,-25,5,Clothing,Kurti,COD,12-12-2018,Pradeep,Delhi,Delhi
B-26041,176,-28,5,Furniture,Furnishings,COD,27-02-2018,Ritu,Haryana,Chandigarh
B-26010,176,-13,5,Furniture,Furnishings,COD,11-02-2018,Kartikay,Bihar,Patna
B-25640,68,-62,2,Clothing,Trousers,Debit Card,27-04-2018,Paridhi,Rajasthan,Jaipur
B-25794,176,37,6,Electronics,Accessories,COD,24-09-2018,Aditya,Himachal Pradesh,Simla
B-25987,88,11,7,Clothing,Hankerchief,UPI,31-01-2018,Manjiri,Delhi,Delhi
B-25615,68,20,5,Clothing,Hankerchief,Debit Card,15-04-2018,Bhavna,Sikkim,Gangtok
B-25997,231,99,2,Electronics,Electronic Games,Credit Card,04-02-2018,Yogesh,Maharashtra,Pune
B-25981,62,8,2,Clothing,T-shirt,UPI,28-01-2018,Amruta,Delhi,Delhi
B-25791,175,77,3,Clothing,Saree,COD,24-09-2018,Avish,Kerala ,Thiruvananthapuram
B-25986,71,4,5,Clothing,Leggings,Debit Card,31-01-2018,Shweta,Rajasthan,Udaipur
B-25652,174,-70,3,Electronics,Accessories,COD,08-05-2018,Tushina,Goa,Goa
B-25952,173,69,3,Furniture,Chairs,COD,13-01-2018,Priyanka,Madhya Pradesh,Indore
B-25898,171,2,2,Electronics,Electronic Games,COD,07-12-2018,Abhishek,Rajasthan,Udaipur
B-25785,268,-25,3,Clothing,Saree,COD,15-09-2018,Ayush,West Bengal,Kolkata
B-25990,71,32,3,Clothing,Saree,Debit Card,02-02-2018,Mugdha,Delhi,Delhi
B-26091,29,10,4,Clothing,Hankerchief,UPI,27-03-2018,Manju,Andhra Pradesh,Hyderabad
B-25604,65,17,2,Clothing,T-shirt,UPI,03-04-2018,Divsha,Rajasthan,Jaipur
B-25754,72,-46,7,Clothing,Kurti,Debit Card,18-08-2018,Akshay,Bihar,Patna
B-25724,168,-51,2,Furniture,Bookcases,COD,19-07-2018,Sheetal,Madhya Pradesh,Indore
B-25757,165,30,3,Clothing,Stole,COD,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25767,74,-59,2,Electronics,Accessories,Debit Card,31-08-2018,Ashmeet,West Bengal,Kolkata
B-25886,89,17,2,Clothing,Stole,UPI,28-11-2018,Brijesh,Rajasthan,Udaipur
B-25621,228,63,3,Electronics,Electronic Games,Credit Card,20-04-2018,Deepak,Madhya Pradesh,Bhopal
B-25967,119,-24,4,Furniture,Furnishings,COD,21-01-2018,Sudevi,Uttar Pradesh,Prayagraj
B-25691,75,-25,3,Clothing,Stole,UPI,16-06-2018,Akancha,Maharashtra,Mumbai
B-25953,67,20,4,Clothing,T-shirt,UPI,14-01-2018,Krutika,Andhra Pradesh,Hyderabad
B-25651,7,0,1,Clothing,Leggings,COD,07-05-2018,Anurag,Madhya Pradesh,Indore
B-25828,222,35,5,Clothing,Saree,Credit Card,24-10-2018,Nikita,Punjab,Chandigarh
B-25628,219,-9,4,Clothing,Saree,Credit Card,24-04-2018,Pooja,Bihar,Patna
B-25703,42,-23,2,Furniture,Furnishings,UPI,28-06-2018,Ekta,Madhya Pradesh,Indore
B-25929,216,-135,3,Furniture,Chairs,Credit Card,02-01-2018,Girase,Kerala ,Thiruvananthapuram
B-25748,47,-21,2,Electronics,Electronic Games,COD,12-08-2018,Nitant,Rajasthan,Jaipur
B-25610,68,-55,5,Electronics,Accessories,UPI,09-04-2018,Yogesh,Bihar,Patna
B-25903,74,33,2,Clothing,Shirt,Debit Card,10-12-2018,Amlan,Madhya Pradesh,Indore
B-25878,165,46,3,Furniture,Furnishings,COD,24-11-2018,Mrinal,Maharashtra,Mumbai
B-26056,101,11,2,Clothing,Hankerchief,UPI,10-03-2018,Sonal,Bihar,Patna
B-26004,162,73,2,Electronics,Electronic Games,COD,08-02-2018,Nandita,Rajasthan,Jaipur
B-25699,20,-22,1,Furniture,Furnishings,UPI,24-06-2018,Kritika,Uttar Pradesh,Lucknow
B-26053,162,55,3,Clothing,Stole,COD,09-03-2018,Kirti,Jammu and Kashmir,Kashmir
B-25654,229,-23,2,Clothing,Saree,UPI,10-05-2018,Sabah,Maharashtra,Mumbai
B-25954,27,0,2,Clothing,Leggings,COD,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25910,685,7,7,Clothing,Trousers,UPI,14-12-2018,Jay,Delhi,Delhi
B-26064,75,2,5,Clothing,Leggings,Debit Card,16-03-2018,Ankita,Maharashtra,Mumbai
B-25983,161,-229,8,Furniture,Furnishings,COD,30-01-2018,Atul,Delhi,Delhi
B-26002,71,19,3,Clothing,T-shirt,COD,08-02-2018,Harsh,Delhi,Delhi
B-25650,211,-105,2,Clothing,Saree,Credit Card,06-05-2018,Chirag,Maharashtra,Mumbai
B-26043,79,5,6,Clothing,Hankerchief,Debit Card,01-03-2018,Amit,Sikkim,Gangtok
B-25657,32,-22,5,Clothing,Saree,UPI,13-05-2018,Tulika,Madhya Pradesh,Bhopal
B-25838,161,40,3,Clothing,Stole,COD,29-10-2018,Sanjana,Madhya Pradesh,Indore
B-25651,159,4,1,Clothing,Saree,COD,07-05-2018,Anurag,Madhya Pradesh,Indore
B-25808,210,-50,4,Clothing,Hankerchief,Credit Card,08-10-2018,Apsingekar,Bihar,Patna
B-25973,79,39,2,Clothing,Shirt,Debit Card,24-01-2018,Madan Mohan,Uttar Pradesh,Mathura
B-25698,207,153,3,Clothing,Saree,Credit Card,23-06-2018,Amisha,Tamil Nadu,Chennai
B-25818,36,0,4,Clothing,Kurti,COD,14-10-2018,Sandeep,Madhya Pradesh,Indore
B-26061,206,12,1,Electronics,Printers,Credit Card,14-03-2018,Anurag,Madhya Pradesh,Indore
B-25878,46,0,4,Clothing,Leggings,COD,24-11-2018,Mrinal,Maharashtra,Mumbai
B-26054,156,23,3,Clothing,Stole,COD,10-03-2018,Mayank,Maharashtra,Mumbai
B-25809,154,54,3,Clothing,Hankerchief,COD,09-10-2018,Suman,Kerala ,Thiruvananthapuram
B-26042,36,15,3,Clothing,Stole,UPI,28-02-2018,Manish,Himachal Pradesh,Simla
B-26008,206,51,4,Clothing,Hankerchief,Credit Card,09-02-2018,Kalyani,Tamil Nadu,Chennai
B-25927,200,7,4,Electronics,Electronic Games,Credit Card,31-12-2018,Shreya,Uttar Pradesh,Lucknow
B-26008,199,-1,1,Clothing,Saree,Credit Card,09-02-2018,Kalyani,Tamil Nadu,Chennai
B-25753,154,22,7,Clothing,T-shirt,COD,17-08-2018,Shivam,Uttar Pradesh,Lucknow
B-25948,152,23,3,Furniture,Furnishings,COD,13-01-2018,Mukund,Maharashtra,Pune
B-26094,152,50,6,Clothing,Stole,COD,27-03-2018,Deepak,Madhya Pradesh,Bhopal
